anisotropy,cka_vs_base,class_separation,evaluation_seconds,linear_probe_accuracy,mean_cosine_drift,retrieval_mean_r_at_1,retrieval_mean_r_at_10,retrieval_mean_r_at_5,trainable_parameter_pct,trainable_parameters,variant
0.41490617283588915,1.0,-0.22853610018952164,2.559433083999977,1.0,0.0,0.95625,1.0,1.0,0.0,0,base
0.39830288723689655,0.9999529021084524,-0.22622610283121541,1.3609512219999829,1.0,0.00030036289881503334,0.9375,1.0,1.0,0.1318076283325224,294912,lora-r8
0.38665807789319023,0.9998495727563471,-0.2236897329270488,1.3549494199999685,1.0,0.00086188160328943,0.9437500000000001,1.0,1.0,0.2636152566650448,589824,lora-r16
0.3988671447012042,0.9999563440733051,-0.22647220238553034,1.3729858289999584,1.0,0.00027497305954569116,0.95,1.0,1.0,0.1318076283325224,294912,lora-r8-hard-negative
